folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Lifestyle and Behavioral Health,caffeine,Caffeine intake - beverages per day,,numeric,beverages/day,,sleep_hygiene,"sum(of cups_coffee, cans_cola)",,
Lifestyle and Behavioral Health,cans_cola,Caffeine intake - soft drinks per day,"How many cans of cola or other soft drinks, with caffeine, do you usually drink in a typical day? Modified in 2012: Energy drinks was added.",numeric,cans,,sleep_hygiene,,,
Sleep Questionnaires/Sleep Disorder,choke_freq,"Frequency of gasping, choking or making snorting sound during sleep","According to what others have told you, or to your own awareness, how often, if ever, do you gasp, choke, or make snorting sounds during sleep?",choices,,neverorrarely7,sdb,,,
Medical History/Medications,cholesterol_med,Cholesterol Medication: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Lifestyle and Behavioral Health,cigars_day,"Cigar smoking, number per day","How much do you smoke now, OR if you quit smoking, how much did you smoke in the past (answer all that apply)? Cigars per day",integer,,,,,,
Sleep Questionnaires/Sleep Disorder,comp_hrnight,Apnea Treatment Compliance: Hours of per night using CPAP or BiPAP,"If the treatment was CPAP or BiPAP please answer the following questions:: If you are using the recommended CPAP/BiPAP, please indicate: b. How many hours per night do you use it?",numeric,,,sdb,,,
Sleep Questionnaires/Sleep Disorder,comp_nights_wk,Apnea Treatment Compliance: Number of nights per week using CPAP or BiPAP,"If the treatment was CPAP or BiPAP please answer the following questions:: If you are using the recommended CPAP/BiPAP, please indicate: b. How many nights per week do you use it?",numeric,,,sdb,,,
Medical History,congestivehf_year,Congestive Heart Failure: Self-reported year of diagnosis,"If yes, indicate how many years ago ____ or the year ____ you were diagnosed. (if Congestive heart failure? =""Y"")",numeric,year,,,,,
Medical History,congestivehf_ynd,Congestive Heart Failure: Self-reported diagnosis by a physician,The next section asks about specific medical problems. Please indicate if you have been told by a doctor that you have or have had any of these conditions.:  Congestive heart failure?  ___Yes       ___No,choices,,noyesny,,,,
Medical History,coronary_artery_stent_ynd,Coronary Artery Stent: Self-reported,Have you ever had any of the following surgical procedures? Coronary artery stent,choices,,noyesny,,,,
Medical History,coronary_year,Coronary Artery Disease: Self-reported year of diagnosis,"If yes, indicate how many years ago ____ or the year ____ you were diagnosed. (if Coronary artery disease? =""Y"")",numeric,year,,,,,
Medical History,coronary_ynd,Coronary Artery Disease: Self-reported diagnosis by a physician,The next section asks about specific medical problems. Please indicate if you have been told by a doctor that you have or have had any of these conditions.:  Coronary artery disease?  ___Yes       ___No,choices,,noyesny,,,,
Medical History,coronarybypass_ynd,Coronary Artery Bypass Surgery: Self-reported,"Have you ever had any of the following surgical procedures?  If yes, check all that apply: Coronary bypass surgery ",choices,,noyesny,,,,
Clinical Data/Laboratory Tests,creatinine,Creatinine,Measure of creatinine level in blood,numeric,mg/dL,,,,,
Lifestyle and Behavioral Health,cups_coffee,"Caffeine intake, number of cups of coffee or tea per day","How many cups of coffee or tea, with caffeine, do you usually drink in a typical day? ",numeric,cups,,sleep_hygiene,,,
Medical History/Medications,decongestants_med,Decongestant: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,dep_maoi_med,"Antidepressant, MAOI: Self-reported use","Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,dep_ssri_med,"Antidepressant, SSRI: Self-reported use","Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,dep_tca_med,"Antidepressant, TCA: Self-reported use","Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,depression_med,"Antidepressant, any: Self-reported use","Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,diabetes_med,Diabetes Medication/Insulin: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History,diabetes_year,Diabetes: Self-reported year of diagnosis,"If yes, indicate how many years ago ____ or the year ____ you were diagnosed. (if Diabetes?=""Y"")",numeric,year,,,,,
Medical History,diabetes_ynd,Diabetes: Self-reported diagnosis by a physician,The next section asks about specific medical problems. Please indicate if you have been told by a doctor that you have or have had any of these conditions.:  Diabetes? ___Yes       ___No,choices,,noyesny,,,,
Demographics,education_survey1,Highest education level completed by the participant,,choices,,education,,,,
Medical History,emphysema_year,Emphysema/Obstructive Lung Disease: Self-reported year of diagnosis,"If yes, indicate how many years ago ____ or the year ____ you were diagnosed. (if Emphysema/Obstructive Lung Disease?=""Y"")",numeric,year,,,,,
Medical History,emphysema_ynd,Emphysema/Obstructive Lung Disease: Self-reported diagnosis by a physician,The next section asks about specific medical problems. Please indicate if you have been told by a doctor that you have or have had any of these conditions.:  Emphysema or Obstructive Lung Disease? ___Yes       ___No,choices,,noyesny,,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep1,Epworth Sleepiness Scale: Chance of dozing while sitting and reading,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_1sitread,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep2,Epworth Sleepiness Scale: Chance of dozing while watching TV,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_2watchingtv,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep3,"Epworth Sleepiness Scale: Chance of dozing while sitting, inactive in a public place",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_3sitinactive,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep4,Epworth Sleepiness Scale: Chance of dozing as a passenger in a car for an hour without a break,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_4passenger,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep5,Epworth Sleepiness Scale: Chance of dozing while lying down to rest in the afternoon when circumstances permit,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_5lyingdown,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep6,Epworth Sleepiness Scale: Chance of dozing while sitting and talking to someone,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_6sittalk,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep7,Epworth Sleepiness Scale: Chance of dozing while sitting quietly after lunch without alcohol,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_7afterlunch,,,
Sleep Questionnaires/Subjective Sleepiness/Epworth Sleepiness Scale,ep8,"Epworth Sleepiness Scale: Chance of dozing while in a car, while stopped for a few minutes in the traffic",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),choices,,ess,epworth;ess_8stoppedcar,,,
Sleep Questionnaires/Subjective Sleepiness,ess,Epworth Sleepiness Scale: Total score,Calculated - Total score based on an 8-item questionnaires ranking likelihood of dozing off Johns MW 1991 (PubMed ID: 1798888). Scale 0-3 for individual items; 0 to 24 for overall score.<br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/wsc/variables?search=epworth),numeric,,,epworth;ess_total,ess_total = ep1+ep2+ep3+ep4+ep5+ep6+ep7+ep8,TRUE,
Medical History/Medications,estrogen_med,Estrogen: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Sleep Questionnaires/Sleep Disturbance,eval_general,Self-reported satisfaction with sleep,Are you satisfied with your usual night's sleep (check one)?,choices,,slpsatisfactionfreq,sleep_satisfaction,,,
General Health/Life Quality,eval_health,Self-reported general health,"In general, would you say your health is (check one):",choices,,healthrating,general_health,,,
General Health/Life Quality,eval_life,Self-reported satisfaction with life,How satisfied are you with the way you are spending your life (check one)?,choices,,slpsatisfaction,life_satisfaction,,,
Clinical Data/Laboratory Tests,glucose,Glucose,Measure of glucose level in blood,numeric,mg/dL,,,,,
Lifestyle and Behavioral Health,hard_week,"Alcohol consumption, number of hard drinks per week","Please estimate your usual consumption of alcoholic beverages,How many mixed drinks or shots might you have per week? ",numeric,mixed drinks/shots,,,,,
Clinical Data/Laboratory Tests,hdl,HDL Cholesterol ,Measure of HDL level in blood,numeric,mg/dL,,,,,
Anthropometry,headcm,Head circumference,"Position the tape slightly above the eyebrows in a horizontal plane to the back of the head, measuring the maximum circumference. Make sure not to include large amounts of hair and hair accessories under the tape. Pull tape slightly to compress hair and record measurement to the nearest 0.5 cm",numeric,cm,,,,,
Medical History,heartattack_year,Heart Attack: Self-reported year of diagnosis,"If yes, indicate how many years ago ____ or the year ____ you were diagnosed. (if Heart attack or infarct? =""Y"")",numeric,year,,,,,
Medical History,heartattack_ynd,Heart Attack: Self-reported diagnosis by a physician,The next section asks about specific medical problems. Please indicate if you have been told by a doctor that you have or have had any of these conditions.:  Heart attack or infarct?  ___Yes       ___No,choices,,noyesny,,,,
Anthropometry,heightcm,Height,Height (without shoes) to the nearest cm. on mechanical beam scale with participant facing outward and measuring bar perpendicular to floor,numeric,cm,,,,,
Anthropometry,hip_girth1,First measurement of hip girth,Measure at largest circumference over the buttocks with participant standing erect with arms at side,numeric,cm,,,,,
Anthropometry,hip_girth2,Second measurement of hip girth,Measure at largest circumference over the buttocks with participant standing erect with arms at side,numeric,cm,,,,,
Anthropometry,hipgirthm,Mean of hip girth measures,,numeric,cm,,,,,
Sleep Questionnaires/Chronotype,ho_score,Modified Horne Ostberg Morningness-Eveningness Questionnaire Score,"Calculated - Summary score derived based on modified Horne-Osteberg Morningness-Eveningness Questionnaire. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738)",numeric,,,homeq;chronotype,,TRUE,
Medical History,hormone_therapy,Hormone Replacement Therapy: Self-reported use,Have you ever taken supplemental hormones for menopause?,choices,,hormoneuse,,,,
Medical History/Medications,htn_acei_med,ACE inhibitor: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,htn_alpha_med,Alpha Blocker: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,htn_arb_med,ARB: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,htn_beta_med,Beta Blocker: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,htn_diuretic_med,Diuretic: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History/Medications,htn_med,"Hypertension Medication, any: Self-reported use","Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History,hypertension_year,Hypertension: Self reported year of diagnosis,"If yes, indicate how many years ago ____ or the year ____ you were diagnosed. (if High blood pressure or hypertension? =""Y"")",numeric,year,,,,,
Medical History,hypertension_ynd,Hypertension: Self-reported diagnosis by a physician,The next section asks about specific medical problems. Please indicate if you have been told by a doctor that you have or have had any of these conditions.:  High blood pressure or hypertension? ? ___Yes       ___No,choices,,noyesny,,,,
Clinical Data/Laboratory Tests,ldl,LDL Cholesterol ,Measure of LDL level in blood,numeric,mg/dL,,,,,
Sleep Monitoring/Polysomnography,mean_desat_dur,Average Duration of Apnea and Hypopnea Event: (Apneas with no oxygen desaturation threshold used and with or without arousal and hypopneas with discernible flow reduction and with >= 4% oxygen desaturation and with or without arousal) from type I polysomnography,,numeric,seconds,,avgdurah_ap0uhp3x4u_f1t1,,,
Sleep Monitoring/Polysomnography,mean_desat_perc,Average Level of Oxygen Desaturation of Apnea and Hypopnea Event: (Apneas with no oxygen desaturation threshold used and with or without arousal and hypopneas with discernible flow reduction and with >= 4% oxygen desaturation and with or without arousal) from type I polysomnography,,numeric,percentage,,avglvlds_ap0uhp3x4u_f1t1,,,
Medical History,menopausal_status,Menopausal status,Combination of 1: I have fairly regular menstrual periods; My menstrual periods are irregular; I have no periods at all/menopause;  Have you had surgery that caused your menstrual periods to stop permanently?,choices,,period,,,,
Sleep Monitoring/Polysomnography,minsao2tst,Minimum level of oxygen saturation in total sleep duration from type I polysomnography,"Conventionally, total sleep duration would be called total sleep time (TST).",numeric,,,minlvlsa_f1t1,,TRUE,
Sleep Questionnaires/Sleep Habits,naps,Self-reported total sleep duration in naps per week,How many hours of sleep do you usually get during: a typical week from daytime or evening naps? ,numeric,hours,,sleep_hygiene;avgdursp_in_f3,,,
Medical History/Medications,narcotics_med,Narcotic: Self-reported use,"Self reported drugs at PSG visit, open text then grouped according to effect",choices,,takingornot,,,,
Medical History,nasal_cong_none,"Nasal congestion, none, today or tonight",No nasal congestion today or tonight,choices,,noyesny,,,,
Medical History,nasal_cong_today,"Nasal congestion, today",Have you had any nasal congestion or stuffiness today?,choices,,noyesny,,,,
Medical History,nasal_cong_tonight,"Nasal congestion, tonight",Have you had any nasal congestion or stuffiness tonight?,choices,,noyesny,,,,
Anthropometry,neck_girth1,First measurement of neck girth,"With participant sitting or standing erect, measure below “Adam’s Apple” at the smallest circumference of neck with tape perpendicular to the long axis of the neck",numeric,cm,,,,,
Anthropometry,neck_girth2,Second measurement of neck girth,"With participant sitting or standing erect, measure below “Adam’s Apple” at the smallest circumference of neck with tape perpendicular to the long axis of the neck",numeric,cm,,,,,
Anthropometry,neckgirthm,Mean of neck girth measures,,numeric,cm,,,,,
Sleep Questionnaires/Sleep Disturbance,ninsomnia,Count of frequent insomnia symptoms,"Calculated: Count the number of insomnia symptoms (i.e. difficulty falling asleep, difficulty falling back to sleep, waking up frequently, waking up too early) with a frequency of more than 5-15 time a month.",numeric,,,insomnia;nhanes_count,"Count of the number of the following at a 3 or 4 (ps_diff, ps_backsleep, ps_wakerepeat, ps_tooearly), 0=all 4 variables were 0, 1, or 2",,
Sleep Questionnaires/Sleep Disturbance,ninsomniadays,Total days per month having any insomnia symptoms,"Calculated: Sum of responses to insomnia symptoms (i.e. difficulty falling asleep, difficulty falling back to sleep, waking up frequently, waking up too early) where 0=0, 1=1, 2=3, 3=10, 4=25  ",numeric,,,insomnia;nhanes_sum,"Sum of responses to (ps_diff, ps_backsleep, ps_wakerepeat, ps_tooearly) where 0=0, 1=1, 2=3, 3=10, 4=25  ",,
Lifestyle and Behavioral Health,nondrinker,"Alcohol consumption, none",If you do not drink alcoholic beverages at all check here ____ ,choices,,noyesny,,,,
Sleep Monitoring/Polysomnography,nremahi,Apnea-Hypopnea Index (NREM): (Apneas with no oxygen desaturation threshold used and with or without arousal and hypopneas with discernible flow reduction and with >= 3% oxygen desaturation and with or without arousal)/ hours of NREM sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events during NREM sleep,numeric,events/hour,,ahi_sn_ap0uhp3x3u_f1t1,,,
Medical History,num_pregnancies,"Pregnancies, number",Combination of initial report of number of pregnancies and then report of additional pregnancies between study visits,numeric,count,,,,,
Medical History,other_heart_surg,"Heart Surgery, other: Self-reported 1","Have you ever had any of the following surgical procedures?  If yes, check all that apply: Other heart surgery/please describe",text,,,,,,
Medical History,other_heart_surg2,"Heart Surgery, other: Self-reported 2","Have you ever had any of the following surgical procedures?  If yes, check all that apply: Other heart surgery/please describe",text,,,,,,
Sleep Monitoring/Polysomnography/Evening Survey,p_eval_sleep,Stanford sleepiness scale before type I polysomnography,"This question refers to how sleepy or alert you feel at a particular time. We would like you to read the scale below and then rate how sleepy you feel right now. The scale ranges from 1 to 7, with 7 being the most sleepy. Please read the entire scale, and then check the level that best describes your current state of sleepiness.",choices,,currentsleepiness,sleepiness_pm_sss,,,
Medical History,pacemaker_ynd,Pacemaker: Self-reported,"Have you ever had any of the following surgical procedures?  If yes, check all that apply: pacemaker",choices,,noyesny,,,,
